Value,Holiday,time,mdate,day,week,month,year
5.0,,18,14,1,16,4,2015
8.0,,19,14,1,16,4,2015
3.0,,20,14,1,16,4,2015
1.0,,21,14,1,16,4,2015
0.0,,22,14,1,16,4,2015
0.0,,23,14,1,16,4,2015
0.0,,0,15,2,16,4,2015
0.0,,1,15,2,16,4,2015
0.0,,2,15,2,16,4,2015
0.0,,3,15,2,16,4,2015
0.0,,4,15,2,16,4,2015
0.0,,5,15,2,16,4,2015
0.0,,6,15,2,16,4,2015
0.0,,7,15,2,16,4,2015
0.0,,8,15,2,16,4,2015
0.0,,9,15,2,16,4,2015
4.0,,10,15,2,16,4,2015
9.0,,11,15,2,16,4,2015
10.0,,12,15,2,16,4,2015
6.0,,13,15,2,16,4,2015
5.0,,14,15,2,16,4,2015
13.0,,15,15,2,16,4,2015
10.0,,16,15,2,16,4,2015
10.0,,17,15,2,16,4,2015
5.0,,18,15,2,16,4,2015
5.0,,19,15,2,16,4,2015
8.0,,20,15,2,16,4,2015
2.0,,21,15,2,16,4,2015
1.0,,22,15,2,16,4,2015
0.0,,23,15,2,16,4,2015
0.0,,0,16,3,16,4,2015
0.0,,1,16,3,16,4,2015
0.0,,2,16,3,16,4,2015
0.0,,3,16,3,16,4,2015
0.0,,4,16,3,16,4,2015
0.0,,5,16,3,16,4,2015
0.0,,6,16,3,16,4,2015
0.0,,7,16,3,16,4,2015
0.0,,8,16,3,16,4,2015
0.0,,9,16,3,16,4,2015
4.0,,10,16,3,16,4,2015
11.0,,11,16,3,16,4,2015
11.0,,12,16,3,16,4,2015
11.0,,13,16,3,16,4,2015
1.0,,14,16,3,16,4,2015
7.0,,15,16,3,16,4,2015
10.0,,16,16,3,16,4,2015
6.0,,17,16,3,16,4,2015
13.0,,18,16,3,16,4,2015
8.0,,19,16,3,16,4,2015
7.0,,20,16,3,16,4,2015
0.0,,21,16,3,16,4,2015
1.0,,22,16,3,16,4,2015
0.0,,23,16,3,16,4,2015
0.0,,0,17,4,16,4,2015
0.0,,1,17,4,16,4,2015
0.0,,2,17,4,16,4,2015
0.0,,3,17,4,16,4,2015
0.0,,4,17,4,16,4,2015
0.0,,5,17,4,16,4,2015
0.0,,6,17,4,16,4,2015
0.0,,7,17,4,16,4,2015
0.0,,8,17,4,16,4,2015
0.0,,9,17,4,16,4,2015
5.0,,10,17,4,16,4,2015
10.0,,11,17,4,16,4,2015
11.0,,12,17,4,16,4,2015
17.0,,13,17,4,16,4,2015
16.0,,14,17,4,16,4,2015
6.0,,15,17,4,16,4,2015
13.0,,16,17,4,16,4,2015
13.0,,17,17,4,16,4,2015
14.0,,18,17,4,16,4,2015
11.0,,19,17,4,16,4,2015
11.0,,20,17,4,16,4,2015
4.0,,21,17,4,16,4,2015
1.0,,22,17,4,16,4,2015
0.0,,23,17,4,16,4,2015
0.0,,0,18,5,16,4,2015
0.0,,1,18,5,16,4,2015
0.0,,2,18,5,16,4,2015
0.0,,3,18,5,16,4,2015
0.0,,4,18,5,16,4,2015
0.0,,5,18,5,16,4,2015
0.0,,6,18,5,16,4,2015
0.0,,7,18,5,16,4,2015
0.0,,8,18,5,16,4,2015
0.0,,9,18,5,16,4,2015
9.0,,10,18,5,16,4,2015
18.0,,11,18,5,16,4,2015
21.0,,12,18,5,16,4,2015
28.0,,13,18,5,16,4,2015
37.0,,14,18,5,16,4,2015
30.0,,15,18,5,16,4,2015
27.0,,16,18,5,16,4,2015
25.0,,17,18,5,16,4,2015
26.0,,18,18,5,16,4,2015
25.0,,19,18,5,16,4,2015
18.0,,20,18,5,16,4,2015
0.0,,21,18,5,16,4,2015
1.0,,22,18,5,16,4,2015
0.0,,23,18,5,16,4,2015
0.0,,0,19,6,16,4,2015
0.0,,1,19,6,16,4,2015
0.0,,2,19,6,16,4,2015
0.0,,3,19,6,16,4,2015
0.0,,4,19,6,16,4,2015
0.0,,5,19,6,16,4,2015
0.0,,6,19,6,16,4,2015
0.0,,7,19,6,16,4,2015
0.0,,8,19,6,16,4,2015
0.0,,9,19,6,16,4,2015
0.0,,10,19,6,16,4,2015
11.0,,11,19,6,16,4,2015
24.0,,12,19,6,16,4,2015
40.0,,13,19,6,16,4,2015
39.0,,14,19,6,16,4,2015
38.0,,15,19,6,16,4,2015
38.0,,16,19,6,16,4,2015
22.0,,17,19,6,16,4,2015
11.0,,18,19,6,16,4,2015
0.0,,19,19,6,16,4,2015
1.0,,20,19,6,16,4,2015
0.0,,21,19,6,16,4,2015
0.0,,22,19,6,16,4,2015
0.0,,23,19,6,16,4,2015
0.0,,0,20,0,17,4,2015
0.0,,1,20,0,17,4,2015
0.0,,2,20,0,17,4,2015
0.0,,3,20,0,17,4,2015
0.0,,4,20,0,17,4,2015
0.0,,5,20,0,17,4,2015
0.0,,6,20,0,17,4,2015
0.0,,7,20,0,17,4,2015
0.0,,8,20,0,17,4,2015
1.0,,9,20,0,17,4,2015
2.0,,10,20,0,17,4,2015
9.0,,11,20,0,17,4,2015
13.0,,12,20,0,17,4,2015
8.0,,13,20,0,17,4,2015
10.0,,14,20,0,17,4,2015
6.0,,15,20,0,17,4,2015
5.0,,16,20,0,17,4,2015
10.0,,17,20,0,17,4,2015
8.0,,18,20,0,17,4,2015
9.0,,19,20,0,17,4,2015
3.0,,20,20,0,17,4,2015
0.0,,21,20,0,17,4,2015
1.0,,22,20,0,17,4,2015
0.0,,23,20,0,17,4,2015
0.0,,0,21,1,17,4,2015
0.0,,1,21,1,17,4,2015
0.0,,2,21,1,17,4,2015
0.0,,3,21,1,17,4,2015
0.0,,4,21,1,17,4,2015
0.0,,5,21,1,17,4,2015
0.0,,6,21,1,17,4,2015
0.0,,7,21,1,17,4,2015
0.0,,8,21,1,17,4,2015
4.0,,9,21,1,17,4,2015
1.0,,10,21,1,17,4,2015
6.0,,11,21,1,17,4,2015
12.0,,12,21,1,17,4,2015
8.0,,13,21,1,17,4,2015
11.0,,14,21,1,17,4,2015
11.0,,15,21,1,17,4,2015
12.0,,16,21,1,17,4,2015
9.0,,17,21,1,17,4,2015
6.0,,18,21,1,17,4,2015
10.0,,19,21,1,17,4,2015
4.0,,20,21,1,17,4,2015
2.0,,21,21,1,17,4,2015
0.0,,22,21,1,17,4,2015
0.0,,23,21,1,17,4,2015
0.0,,0,22,2,17,4,2015
0.0,,1,22,2,17,4,2015
0.0,,2,22,2,17,4,2015
0.0,,3,22,2,17,4,2015
0.0,,4,22,2,17,4,2015
0.0,,5,22,2,17,4,2015
0.0,,6,22,2,17,4,2015
0.0,,7,22,2,17,4,2015
0.0,,8,22,2,17,4,2015
0.0,,9,22,2,17,4,2015
5.0,,10,22,2,17,4,2015
8.0,,11,22,2,17,4,2015
9.0,,12,22,2,17,4,2015
15.0,,13,22,2,17,4,2015
12.0,,14,22,2,17,4,2015
7.0,,15,22,2,17,4,2015
11.0,,16,22,2,17,4,2015
7.0,,17,22,2,17,4,2015
3.0,,18,22,2,17,4,2015
8.0,,19,22,2,17,4,2015
10.0,,20,22,2,17,4,2015
2.0,,21,22,2,17,4,2015
2.0,,22,22,2,17,4,2015
0.0,,23,22,2,17,4,2015
1.0,,0,23,3,17,4,2015
1.0,,1,23,3,17,4,2015
1.0,,2,23,3,17,4,2015
0.0,,3,23,3,17,4,2015
0.0,,4,23,3,17,4,2015
0.0,,5,23,3,17,4,2015
0.0,,6,23,3,17,4,2015
0.0,,7,23,3,17,4,2015
0.0,,8,23,3,17,4,2015
0.0,,9,23,3,17,4,2015
5.0,,10,23,3,17,4,2015
9.0,,11,23,3,17,4,2015
8.0,,12,23,3,17,4,2015
10.0,,13,23,3,17,4,2015
12.0,,14,23,3,17,4,2015
8.0,,15,23,3,17,4,2015
9.0,,16,23,3,17,4,2015
12.0,,17,23,3,17,4,2015
8.0,,18,23,3,17,4,2015
12.0,,19,23,3,17,4,2015
7.0,,20,23,3,17,4,2015
1.0,,21,23,3,17,4,2015
2.0,,22,23,3,17,4,2015
0.0,,23,23,3,17,4,2015
0.0,,0,24,4,17,4,2015
0.0,,1,24,4,17,4,2015
1.0,,2,24,4,17,4,2015
0.0,,3,24,4,17,4,2015
0.0,,4,24,4,17,4,2015
0.0,,5,24,4,17,4,2015
0.0,,6,24,4,17,4,2015
0.0,,7,24,4,17,4,2015
0.0,,8,24,4,17,4,2015
0.0,,9,24,4,17,4,2015
6.0,,10,24,4,17,4,2015
15.0,,11,24,4,17,4,2015
18.0,,12,24,4,17,4,2015
21.0,,13,24,4,17,4,2015
11.0,,14,24,4,17,4,2015
12.0,,15,24,4,17,4,2015
17.0,,16,24,4,17,4,2015
25.0,,17,24,4,17,4,2015
14.0,,18,24,4,17,4,2015
27.0,,19,24,4,17,4,2015
24.0,,20,24,4,17,4,2015
4.0,,21,24,4,17,4,2015
1.0,,22,24,4,17,4,2015
0.0,,23,24,4,17,4,2015
0.0,,0,25,5,17,4,2015
0.0,,1,25,5,17,4,2015
0.0,,2,25,5,17,4,2015
0.0,,3,25,5,17,4,2015
0.0,,4,25,5,17,4,2015
0.0,,5,25,5,17,4,2015
0.0,,6,25,5,17,4,2015
0.0,,7,25,5,17,4,2015
0.0,,8,25,5,17,4,2015
0.0,,9,25,5,17,4,2015
8.0,,10,25,5,17,4,2015
22.0,,11,25,5,17,4,2015
30.0,,12,25,5,17,4,2015
38.0,,13,25,5,17,4,2015
44.0,,14,25,5,17,4,2015
44.0,,15,25,5,17,4,2015
41.0,,16,25,5,17,4,2015
41.0,,17,25,5,17,4,2015
31.0,,18,25,5,17,4,2015
26.0,,19,25,5,17,4,2015
21.0,,20,25,5,17,4,2015
3.0,,21,25,5,17,4,2015
1.0,,22,25,5,17,4,2015
0.0,,23,25,5,17,4,2015
0.0,,0,26,6,17,4,2015
0.0,,1,26,6,17,4,2015
0.0,,2,26,6,17,4,2015
0.0,,3,26,6,17,4,2015
0.0,,4,26,6,17,4,2015
0.0,,5,26,6,17,4,2015
0.0,,6,26,6,17,4,2015
0.0,,7,26,6,17,4,2015
0.0,,8,26,6,17,4,2015
0.0,,9,26,6,17,4,2015
0.0,,10,26,6,17,4,2015
20.0,,11,26,6,17,4,2015
27.0,,12,26,6,17,4,2015
33.0,,13,26,6,17,4,2015
39.0,,14,26,6,17,4,2015
33.0,,15,26,6,17,4,2015
35.0,,16,26,6,17,4,2015
31.0,,17,26,6,17,4,2015
8.0,,18,26,6,17,4,2015
0.0,,19,26,6,17,4,2015
1.0,,20,26,6,17,4,2015
0.0,,21,26,6,17,4,2015
0.0,,22,26,6,17,4,2015
0.0,,23,26,6,17,4,2015
0.0,,0,27,0,18,4,2015
0.0,,1,27,0,18,4,2015
0.0,,2,27,0,18,4,2015
0.0,,3,27,0,18,4,2015
0.0,,4,27,0,18,4,2015
0.0,,5,27,0,18,4,2015
0.0,,6,27,0,18,4,2015
0.0,,7,27,0,18,4,2015
1.0,,8,27,0,18,4,2015
0.0,,9,27,0,18,4,2015
4.0,,10,27,0,18,4,2015
8.0,,11,27,0,18,4,2015
11.0,,12,27,0,18,4,2015
16.0,,13,27,0,18,4,2015
12.0,,14,27,0,18,4,2015
9.0,,15,27,0,18,4,2015
7.0,,16,27,0,18,4,2015
9.0,,17,27,0,18,4,2015
14.0,,18,27,0,18,4,2015
9.0,,19,27,0,18,4,2015
4.0,,20,27,0,18,4,2015
0.0,,21,27,0,18,4,2015
1.0,,22,27,0,18,4,2015
0.0,,23,27,0,18,4,2015
0.0,,0,28,1,18,4,2015
0.0,,1,28,1,18,4,2015
0.0,,2,28,1,18,4,2015
0.0,,3,28,1,18,4,2015
0.0,,4,28,1,18,4,2015
0.0,,5,28,1,18,4,2015
0.0,,6,28,1,18,4,2015
0.0,,7,28,1,18,4,2015
1.0,,8,28,1,18,4,2015
0.0,,9,28,1,18,4,2015
4.0,,10,28,1,18,4,2015
12.0,,11,28,1,18,4,2015
12.0,,12,28,1,18,4,2015
10.0,,13,28,1,18,4,2015
13.0,,14,28,1,18,4,2015
5.0,,15,28,1,18,4,2015
14.0,,16,28,1,18,4,2015
6.0,,17,28,1,18,4,2015
8.0,,18,28,1,18,4,2015
7.0,,19,28,1,18,4,2015
5.0,,20,28,1,18,4,2015
1.0,,21,28,1,18,4,2015
1.0,,22,28,1,18,4,2015
0.0,,23,28,1,18,4,2015
0.0,,0,29,2,18,4,2015
0.0,,1,29,2,18,4,2015
0.0,,2,29,2,18,4,2015
0.0,,3,29,2,18,4,2015
0.0,,4,29,2,18,4,2015
0.0,,5,29,2,18,4,2015
0.0,,6,29,2,18,4,2015
0.0,,7,29,2,18,4,2015
0.0,,8,29,2,18,4,2015
1.0,,9,29,2,18,4,2015
5.0,,10,29,2,18,4,2015
9.0,,11,29,2,18,4,2015
16.0,,12,29,2,18,4,2015
9.0,,13,29,2,18,4,2015
12.0,,14,29,2,18,4,2015
9.0,,15,29,2,18,4,2015
7.0,,16,29,2,18,4,2015
7.0,,17,29,2,18,4,2015
8.0,,18,29,2,18,4,2015
10.0,,19,29,2,18,4,2015
8.0,,20,29,2,18,4,2015
0.0,,21,29,2,18,4,2015
1.0,,22,29,2,18,4,2015
0.0,,23,29,2,18,4,2015
0.0,,0,30,3,18,4,2015
0.0,,1,30,3,18,4,2015
0.0,,2,30,3,18,4,2015
0.0,,3,30,3,18,4,2015
0.0,,4,30,3,18,4,2015
0.0,,5,30,3,18,4,2015
0.0,,6,30,3,18,4,2015
0.0,,7,30,3,18,4,2015
0.0,,8,30,3,18,4,2015
0.0,,9,30,3,18,4,2015
2.0,,10,30,3,18,4,2015
12.0,,11,30,3,18,4,2015
15.0,,12,30,3,18,4,2015
16.0,,13,30,3,18,4,2015
6.0,,14,30,3,18,4,2015
13.0,,15,30,3,18,4,2015
15.0,,16,30,3,18,4,2015
5.0,,17,30,3,18,4,2015
5.0,,18,30,3,18,4,2015
4.0,,19,30,3,18,4,2015
12.0,,20,30,3,18,4,2015
2.0,,21,30,3,18,4,2015
1.0,,22,30,3,18,4,2015
0.0,,23,30,3,18,4,2015
0.0,,0,1,4,18,5,2015
0.0,,1,1,4,18,5,2015
0.0,,2,1,4,18,5,2015
0.0,,3,1,4,18,5,2015
0.0,,4,1,4,18,5,2015
0.0,,5,1,4,18,5,2015
0.0,,6,1,4,18,5,2015
0.0,,7,1,4,18,5,2015
1.0,,8,1,4,18,5,2015
1.0,,9,1,4,18,5,2015
3.0,,10,1,4,18,5,2015
12.0,,11,1,4,18,5,2015
14.0,,12,1,4,18,5,2015
13.0,,13,1,4,18,5,2015
13.0,,14,1,4,18,5,2015
19.0,,15,1,4,18,5,2015
14.0,,16,1,4,18,5,2015
23.0,,17,1,4,18,5,2015
21.0,,18,1,4,18,5,2015
20.0,,19,1,4,18,5,2015
22.0,,20,1,4,18,5,2015
2.0,,21,1,4,18,5,2015
1.0,,22,1,4,18,5,2015
0.0,,23,1,4,18,5,2015
0.0,,0,2,5,18,5,2015
0.0,,1,2,5,18,5,2015
0.0,,2,2,5,18,5,2015
0.0,,3,2,5,18,5,2015
0.0,,4,2,5,18,5,2015
0.0,,5,2,5,18,5,2015
0.0,,6,2,5,18,5,2015
0.0,,7,2,5,18,5,2015
0.0,,8,2,5,18,5,2015
0.0,,9,2,5,18,5,2015
8.0,,10,2,5,18,5,2015
19.0,,11,2,5,18,5,2015
30.0,,12,2,5,18,5,2015
34.0,,13,2,5,18,5,2015
37.0,,14,2,5,18,5,2015
30.0,,15,2,5,18,5,2015
25.0,,16,2,5,18,5,2015
26.0,,17,2,5,18,5,2015
16.0,,18,2,5,18,5,2015
18.0,,19,2,5,18,5,2015
9.0,,20,2,5,18,5,2015
1.0,,21,2,5,18,5,2015
1.0,,22,2,5,18,5,2015
0.0,,23,2,5,18,5,2015
0.0,,0,3,6,18,5,2015
0.0,,1,3,6,18,5,2015
0.0,,2,3,6,18,5,2015
0.0,,3,3,6,18,5,2015
0.0,,4,3,6,18,5,2015
0.0,,5,3,6,18,5,2015
0.0,,6,3,6,18,5,2015
0.0,,7,3,6,18,5,2015
0.0,,8,3,6,18,5,2015
0.0,,9,3,6,18,5,2015
0.0,,10,3,6,18,5,2015
8.0,,11,3,6,18,5,2015
33.0,,12,3,6,18,5,2015
24.0,,13,3,6,18,5,2015
26.0,,14,3,6,18,5,2015
37.0,,15,3,6,18,5,2015
39.0,,16,3,6,18,5,2015
28.0,,17,3,6,18,5,2015
12.0,,18,3,6,18,5,2015
0.0,,19,3,6,18,5,2015
1.0,,20,3,6,18,5,2015
0.0,,21,3,6,18,5,2015
0.0,,22,3,6,18,5,2015
0.0,,23,3,6,18,5,2015
0.0,,0,4,0,19,5,2015
0.0,,1,4,0,19,5,2015
0.0,,2,4,0,19,5,2015
0.0,,3,4,0,19,5,2015
0.0,,4,4,0,19,5,2015
0.0,,5,4,0,19,5,2015
0.0,,6,4,0,19,5,2015
0.0,,7,4,0,19,5,2015
0.0,,8,4,0,19,5,2015
0.0,,9,4,0,19,5,2015
3.0,,10,4,0,19,5,2015
8.0,,11,4,0,19,5,2015
10.0,,12,4,0,19,5,2015
13.0,,13,4,0,19,5,2015
9.0,,14,4,0,19,5,2015
10.0,,15,4,0,19,5,2015
15.0,,16,4,0,19,5,2015
5.0,,17,4,0,19,5,2015
11.0,,18,4,0,19,5,2015
11.0,,19,4,0,19,5,2015
3.0,,20,4,0,19,5,2015
1.0,,21,4,0,19,5,2015
1.0,,22,4,0,19,5,2015
0.0,,23,4,0,19,5,2015
0.0,,0,5,1,19,5,2015
0.0,,1,5,1,19,5,2015
0.0,,2,5,1,19,5,2015
0.0,,3,5,1,19,5,2015
0.0,,4,5,1,19,5,2015
0.0,,5,5,1,19,5,2015
0.0,,6,5,1,19,5,2015
0.0,,7,5,1,19,5,2015
0.0,,8,5,1,19,5,2015
0.0,,9,5,1,19,5,2015
5.0,,10,5,1,19,5,2015
10.0,,11,5,1,19,5,2015
10.0,,12,5,1,19,5,2015
13.0,,13,5,1,19,5,2015
9.0,,14,5,1,19,5,2015
10.0,,15,5,1,19,5,2015
3.0,,16,5,1,19,5,2015
5.0,,17,5,1,19,5,2015
13.0,,18,5,1,19,5,2015
12.0,,19,5,1,19,5,2015
5.0,,20,5,1,19,5,2015
2.0,,21,5,1,19,5,2015
0.0,,22,5,1,19,5,2015
0.0,,23,5,1,19,5,2015
0.0,,0,6,2,19,5,2015
0.0,,1,6,2,19,5,2015
0.0,,2,6,2,19,5,2015
0.0,,3,6,2,19,5,2015
0.0,,4,6,2,19,5,2015
0.0,,5,6,2,19,5,2015
0.0,,6,6,2,19,5,2015
0.0,,7,6,2,19,5,2015
0.0,,8,6,2,19,5,2015
0.0,,9,6,2,19,5,2015
7.0,,10,6,2,19,5,2015
13.0,,11,6,2,19,5,2015
15.0,,12,6,2,19,5,2015
9.0,,13,6,2,19,5,2015
11.0,,14,6,2,19,5,2015
13.0,,15,6,2,19,5,2015
11.0,,16,6,2,19,5,2015
7.0,,17,6,2,19,5,2015
13.0,,18,6,2,19,5,2015
12.0,,19,6,2,19,5,2015
8.0,,20,6,2,19,5,2015
0.0,,21,6,2,19,5,2015
1.0,,22,6,2,19,5,2015
0.0,,23,6,2,19,5,2015
0.0,,0,7,3,19,5,2015
0.0,,1,7,3,19,5,2015
0.0,,2,7,3,19,5,2015
0.0,,3,7,3,19,5,2015
0.0,,4,7,3,19,5,2015
0.0,,5,7,3,19,5,2015
0.0,,6,7,3,19,5,2015
0.0,,7,7,3,19,5,2015
0.0,,8,7,3,19,5,2015
2.0,,9,7,3,19,5,2015
5.0,,10,7,3,19,5,2015
11.0,,11,7,3,19,5,2015
21.0,,12,7,3,19,5,2015
16.0,,13,7,3,19,5,2015
14.0,,14,7,3,19,5,2015
11.0,,15,7,3,19,5,2015
10.0,,16,7,3,19,5,2015
15.0,,17,7,3,19,5,2015
13.0,,18,7,3,19,5,2015
15.0,,19,7,3,19,5,2015
12.0,,20,7,3,19,5,2015
1.0,,21,7,3,19,5,2015
1.0,,22,7,3,19,5,2015
0.0,,23,7,3,19,5,2015
0.0,,0,8,4,19,5,2015
0.0,,1,8,4,19,5,2015
0.0,,2,8,4,19,5,2015
0.0,,3,8,4,19,5,2015
0.0,,4,8,4,19,5,2015
0.0,,5,8,4,19,5,2015
0.0,,6,8,4,19,5,2015
0.0,,7,8,4,19,5,2015
0.0,,8,8,4,19,5,2015
0.0,,9,8,4,19,5,2015
7.0,,10,8,4,19,5,2015
11.0,,11,8,4,19,5,2015
25.0,,12,8,4,19,5,2015
15.0,,13,8,4,19,5,2015
20.0,,14,8,4,19,5,2015
23.0,,15,8,4,19,5,2015
25.0,,16,8,4,19,5,2015
28.0,,17,8,4,19,5,2015
22.0,,18,8,4,19,5,2015
36.0,,19,8,4,19,5,2015
25.0,,20,8,4,19,5,2015
3.0,,21,8,4,19,5,2015
0.0,,22,8,4,19,5,2015
0.0,,23,8,4,19,5,2015
0.0,,0,9,5,19,5,2015
0.0,,1,9,5,19,5,2015
0.0,,2,9,5,19,5,2015
0.0,,3,9,5,19,5,2015
0.0,,4,9,5,19,5,2015
0.0,,5,9,5,19,5,2015
0.0,,6,9,5,19,5,2015
0.0,,7,9,5,19,5,2015
0.0,,8,9,5,19,5,2015
4.0,,9,9,5,19,5,2015
13.0,,10,9,5,19,5,2015
34.0,,11,9,5,19,5,2015
32.0,,12,9,5,19,5,2015
50.0,,13,9,5,19,5,2015
55.0,,14,9,5,19,5,2015
52.0,,15,9,5,19,5,2015
52.0,,16,9,5,19,5,2015
38.0,,17,9,5,19,5,2015
45.0,,18,9,5,19,5,2015
24.0,,19,9,5,19,5,2015
0.0,,20,9,5,19,5,2015
0.0,,21,9,5,19,5,2015
0.0,,22,9,5,19,5,2015
0.0,,23,9,5,19,5,2015
0.0,,0,10,6,19,5,2015
0.0,,1,10,6,19,5,2015
0.0,,2,10,6,19,5,2015
0.0,,3,10,6,19,5,2015
0.0,,4,10,6,19,5,2015
0.0,,5,10,6,19,5,2015
0.0,,6,10,6,19,5,2015
0.0,,7,10,6,19,5,2015
0.0,,8,10,6,19,5,2015
1.0,,9,10,6,19,5,2015
0.0,,10,10,6,19,5,2015
22.0,,11,10,6,19,5,2015
33.0,,12,10,6,19,5,2015
36.0,,13,10,6,19,5,2015
37.0,,14,10,6,19,5,2015
45.0,,15,10,6,19,5,2015
37.0,,16,10,6,19,5,2015
29.0,,17,10,6,19,5,2015
19.0,,18,10,6,19,5,2015
3.0,,19,10,6,19,5,2015
1.0,,20,10,6,19,5,2015
0.0,,21,10,6,19,5,2015
0.0,,22,10,6,19,5,2015
0.0,,23,10,6,19,5,2015
0.0,,0,11,0,20,5,2015
0.0,,1,11,0,20,5,2015
0.0,,2,11,0,20,5,2015
0.0,,3,11,0,20,5,2015
0.0,,4,11,0,20,5,2015
0.0,,5,11,0,20,5,2015
0.0,,6,11,0,20,5,2015
1.0,,7,11,0,20,5,2015
1.0,,8,11,0,20,5,2015
0.0,,9,11,0,20,5,2015
5.0,,10,11,0,20,5,2015
8.0,,11,11,0,20,5,2015
14.0,,12,11,0,20,5,2015
12.0,,13,11,0,20,5,2015
7.0,,14,11,0,20,5,2015
6.0,,15,11,0,20,5,2015
9.0,,16,11,0,20,5,2015
12.0,,17,11,0,20,5,2015
13.0,,18,11,0,20,5,2015
16.0,,19,11,0,20,5,2015
6.0,,20,11,0,20,5,2015
1.0,,21,11,0,20,5,2015
1.0,,22,11,0,20,5,2015
0.0,,23,11,0,20,5,2015
0.0,,0,12,1,20,5,2015
0.0,,1,12,1,20,5,2015
0.0,,2,12,1,20,5,2015
0.0,,3,12,1,20,5,2015
0.0,,4,12,1,20,5,2015
0.0,,5,12,1,20,5,2015
0.0,,6,12,1,20,5,2015
0.0,,7,12,1,20,5,2015
0.0,,8,12,1,20,5,2015
0.0,,9,12,1,20,5,2015
5.0,,10,12,1,20,5,2015
12.0,,11,12,1,20,5,2015
12.0,,12,12,1,20,5,2015
17.0,,13,12,1,20,5,2015
11.0,,14,12,1,20,5,2015
7.0,,15,12,1,20,5,2015
11.0,,16,12,1,20,5,2015
14.0,,17,12,1,20,5,2015
8.0,,18,12,1,20,5,2015
5.0,,19,12,1,20,5,2015
6.0,,20,12,1,20,5,2015
1.0,,21,12,1,20,5,2015
0.0,,22,12,1,20,5,2015
0.0,,23,12,1,20,5,2015
0.0,,0,13,2,20,5,2015
0.0,,1,13,2,20,5,2015
0.0,,2,13,2,20,5,2015
0.0,,3,13,2,20,5,2015
0.0,,4,13,2,20,5,2015
0.0,,5,13,2,20,5,2015
0.0,,6,13,2,20,5,2015
0.0,,7,13,2,20,5,2015
0.0,,8,13,2,20,5,2015
0.0,,9,13,2,20,5,2015
3.0,,10,13,2,20,5,2015
12.0,,11,13,2,20,5,2015
9.0,,12,13,2,20,5,2015
9.0,,13,13,2,20,5,2015
13.0,,14,13,2,20,5,2015
9.0,,15,13,2,20,5,2015
8.0,,16,13,2,20,5,2015
14.0,,17,13,2,20,5,2015
11.0,,18,13,2,20,5,2015
6.0,,19,13,2,20,5,2015
7.0,,20,13,2,20,5,2015
0.0,,21,13,2,20,5,2015
1.0,,22,13,2,20,5,2015
0.0,,23,13,2,20,5,2015
0.0,,0,14,3,20,5,2015
0.0,,1,14,3,20,5,2015
0.0,,2,14,3,20,5,2015
0.0,,3,14,3,20,5,2015
0.0,,4,14,3,20,5,2015
0.0,,5,14,3,20,5,2015
0.0,,6,14,3,20,5,2015
0.0,,7,14,3,20,5,2015
0.0,,8,14,3,20,5,2015
0.0,,9,14,3,20,5,2015
4.0,,10,14,3,20,5,2015
7.0,,11,14,3,20,5,2015
13.0,,12,14,3,20,5,2015
9.0,,13,14,3,20,5,2015
16.0,,14,14,3,20,5,2015
14.0,,15,14,3,20,5,2015
8.0,,16,14,3,20,5,2015
11.0,,17,14,3,20,5,2015
11.0,,18,14,3,20,5,2015
8.0,,19,14,3,20,5,2015
3.0,,20,14,3,20,5,2015
0.0,,21,14,3,20,5,2015
1.0,,22,14,3,20,5,2015
0.0,,23,14,3,20,5,2015
0.0,,0,15,4,20,5,2015
0.0,,1,15,4,20,5,2015
0.0,,2,15,4,20,5,2015
0.0,,3,15,4,20,5,2015
0.0,,4,15,4,20,5,2015
0.0,,5,15,4,20,5,2015
0.0,,6,15,4,20,5,2015
0.0,,7,15,4,20,5,2015
2.0,,8,15,4,20,5,2015
0.0,,9,15,4,20,5,2015
6.0,,10,15,4,20,5,2015
12.0,,11,15,4,20,5,2015
15.0,,12,15,4,20,5,2015
15.0,,13,15,4,20,5,2015
13.0,,14,15,4,20,5,2015
13.0,,15,15,4,20,5,2015
21.0,,16,15,4,20,5,2015
23.0,,17,15,4,20,5,2015
22.0,,18,15,4,20,5,2015
16.0,,19,15,4,20,5,2015
13.0,,20,15,4,20,5,2015
2.0,,21,15,4,20,5,2015
1.0,,22,15,4,20,5,2015
0.0,,23,15,4,20,5,2015
0.0,,0,16,5,20,5,2015
0.0,,1,16,5,20,5,2015
0.0,,2,16,5,20,5,2015
0.0,,3,16,5,20,5,2015
0.0,,4,16,5,20,5,2015
0.0,,5,16,5,20,5,2015
0.0,,6,16,5,20,5,2015
0.0,,7,16,5,20,5,2015
0.0,,8,16,5,20,5,2015
2.0,,9,16,5,20,5,2015
8.0,,10,16,5,20,5,2015
17.0,,11,16,5,20,5,2015
25.0,,12,16,5,20,5,2015
32.0,,13,16,5,20,5,2015
40.0,,14,16,5,20,5,2015
47.0,,15,16,5,20,5,2015
36.0,,16,16,5,20,5,2015
31.0,,17,16,5,20,5,2015
31.0,,18,16,5,20,5,2015
28.0,,19,16,5,20,5,2015
16.0,,20,16,5,20,5,2015
2.0,,21,16,5,20,5,2015
1.0,,22,16,5,20,5,2015
0.0,,23,16,5,20,5,2015
0.0,,0,17,6,20,5,2015
0.0,,1,17,6,20,5,2015
